raw_line,datefrag,timefrag,thread,level,component,message,block_ids,ips,size,src_ip,dest_ip,_timestamp,block_id_list,trace_id,module,subcomponent,template,template_id
081111 074540 29 INFO dfs.FSNamesystem: BLOCK* NameSystem.allocateBlock: /user/root/rand6/_temporary/_task_200811101024_0013_m_001850_0/part-01850. blk_-4312777901444596370,81111,74540,29,INFO,dfs.FSNamesystem,BLOCK* NameSystem.allocateBlock: /user/root/rand6/_temporary/_task_200811101024_0013_m_001850_0/part-01850. blk_-4312777901444596370,blk_-4312777901444596370,,0,,,,['blk_-4312777901444596370'],blk_-4312777901444596370,dfs,FSNamesystem,BLOCK* NameSystem.allocateBlock: <*> <*>,5
081111 074548 27 INFO dfs.FSNamesystem: BLOCK* NameSystem.allocateBlock: /user/root/rand6/_temporary/_task_200811101024_0013_m_001835_0/part-01835. blk_6178964531181542074,81111,74548,27,INFO,dfs.FSNamesystem,BLOCK* NameSystem.allocateBlock: /user/root/rand6/_temporary/_task_200811101024_0013_m_001835_0/part-01835. blk_6178964531181542074,blk_6178964531181542074,,0,,,,['blk_6178964531181542074'],blk_6178964531181542074,dfs,FSNamesystem,BLOCK* NameSystem.allocateBlock: <*> <*>,5
081111 074653 23823 INFO dfs.DataNode$PacketResponder: PacketResponder 0 for block blk_8550326614414622861 terminating,81111,74653,23823,INFO,dfs.DataNode$PacketResponder,PacketResponder 0 for block blk_8550326614414622861 terminating,blk_8550326614414622861,,0,,,,['blk_8550326614414622861'],blk_8550326614414622861,dfs.DataNode,PacketResponder,PacketResponder <*> for block <*> terminating,1
081111 074955 23635 INFO dfs.DataNode$PacketResponder: PacketResponder 0 for block blk_-6525012344542022819 terminating,81111,74955,23635,INFO,dfs.DataNode$PacketResponder,PacketResponder 0 for block blk_-6525012344542022819 terminating,blk_-6525012344542022819,,0,,,,['blk_-6525012344542022819'],blk_-6525012344542022819,dfs.DataNode,PacketResponder,PacketResponder <*> for block <*> terminating,1
081111 074958 29 INFO dfs.FSNamesystem: BLOCK* NameSystem.allocateBlock: /user/root/rand6/_temporary/_task_200811101024_0013_m_001983_0/part-01983. blk_8861349372992394289,81111,74958,29,INFO,dfs.FSNamesystem,BLOCK* NameSystem.allocateBlock: /user/root/rand6/_temporary/_task_200811101024_0013_m_001983_0/part-01983. blk_8861349372992394289,blk_8861349372992394289,,0,,,,['blk_8861349372992394289'],blk_8861349372992394289,dfs,FSNamesystem,BLOCK* NameSystem.allocateBlock: <*> <*>,5
081111 075054 23885 INFO dfs.DataNode$PacketResponder: PacketResponder 2 for block blk_-1049340855430710153 terminating,81111,75054,23885,INFO,dfs.DataNode$PacketResponder,PacketResponder 2 for block blk_-1049340855430710153 terminating,blk_-1049340855430710153,,0,,,,['blk_-1049340855430710153'],blk_-1049340855430710153,dfs.DataNode,PacketResponder,PacketResponder <*> for block <*> terminating,1
081111 075114 23523 INFO dfs.DataNode$PacketResponder: PacketResponder 1 for block blk_703049809255765647 terminating,81111,75114,23523,INFO,dfs.DataNode$PacketResponder,PacketResponder 1 for block blk_703049809255765647 terminating,blk_703049809255765647,,0,,,,['blk_703049809255765647'],blk_703049809255765647,dfs.DataNode,PacketResponder,PacketResponder <*> for block <*> terminating,1
081111 075129 23397 INFO dfs.DataNode$DataXceiver: Receiving block blk_-7460532841070848624 src: /10.250.15.67:55076 dest: /10.250.15.67:50010,81111,75129,23397,INFO,dfs.DataNode$DataXceiver,Receiving block blk_-7460532841070848624 src: /10.250.15.67:55076 dest: /10.250.15.67:50010,blk_-7460532841070848624,"10.250.15.67:55076,10.250.15.67:50010",0,10.250.15.67:55076,10.250.15.67:50010,,['blk_-7460532841070848624'],blk_-7460532841070848624,dfs.DataNode,DataXceiver,Receiving block <*> src: <*> dest: <*>,4
081111 075151 23925 INFO dfs.DataNode$DataXceiver: Receiving block blk_-7623732795385061487 src: /10.251.122.65:40641 dest: /10.251.122.65:50010,81111,75151,23925,INFO,dfs.DataNode$DataXceiver,Receiving block blk_-7623732795385061487 src: /10.251.122.65:40641 dest: /10.251.122.65:50010,blk_-7623732795385061487,"10.251.122.65:40641,10.251.122.65:50010",0,10.251.122.65:40641,10.251.122.65:50010,,['blk_-7623732795385061487'],blk_-7623732795385061487,dfs.DataNode,DataXceiver,Receiving block <*> src: <*> dest: <*>,4
081111 075158 33 INFO dfs.FSNamesystem: BLOCK* NameSystem.allocateBlock: /user/root/rand6/_temporary/_task_200811101024_0013_m_002009_1/part-02009. blk_-7367386750462511488,81111,75158,33,INFO,dfs.FSNamesystem,BLOCK* NameSystem.allocateBlock: /user/root/rand6/_temporary/_task_200811101024_0013_m_002009_1/part-02009. blk_-7367386750462511488,blk_-7367386750462511488,,0,,,,['blk_-7367386750462511488'],blk_-7367386750462511488,dfs,FSNamesystem,BLOCK* NameSystem.allocateBlock: <*> <*>,5
081111 075212 30 INFO dfs.FSNamesystem: BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.111.228:50010 is added to blk_-1237539644269634790 size 67108864,81111,75212,30,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.111.228:50010 is added to blk_-1237539644269634790 size 67108864,blk_-1237539644269634790,10.251.111.228:50010,67108864,,,,['blk_-1237539644269634790'],blk_-1237539644269634790,dfs,FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to <*> size <*>,2
081111 075317 23851 INFO dfs.DataNode$DataXceiver: Receiving block blk_7713504868233504097 src: /10.251.127.191:36437 dest: /10.251.127.191:50010,81111,75317,23851,INFO,dfs.DataNode$DataXceiver,Receiving block blk_7713504868233504097 src: /10.251.127.191:36437 dest: /10.251.127.191:50010,blk_7713504868233504097,"10.251.127.191:36437,10.251.127.191:50010",0,10.251.127.191:36437,10.251.127.191:50010,,['blk_7713504868233504097'],blk_7713504868233504097,dfs.DataNode,DataXceiver,Receiving block <*> src: <*> dest: <*>,4
081111 075345 29 INFO dfs.FSNamesystem: BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.65.203:50010 is added to blk_8005746184358076390 size 67108864,81111,75345,29,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.65.203:50010 is added to blk_8005746184358076390 size 67108864,blk_8005746184358076390,10.251.65.203:50010,67108864,,,,['blk_8005746184358076390'],blk_8005746184358076390,dfs,FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to <*> size <*>,2
081111 075408 23362 INFO dfs.DataNode$PacketResponder: Received block blk_955083461510572332 of size 41287838 from /10.251.107.242,81111,75408,23362,INFO,dfs.DataNode$PacketResponder,Received block blk_955083461510572332 of size 41287838 from /10.251.107.242,blk_955083461510572332,,41287838,,,,['blk_955083461510572332'],blk_955083461510572332,dfs.DataNode,PacketResponder,Received block <*> of size <*> from <*>,3
081111 075537 23945 INFO dfs.DataNode$PacketResponder: PacketResponder 0 for block blk_283922378823540530 terminating,81111,75537,23945,INFO,dfs.DataNode$PacketResponder,PacketResponder 0 for block blk_283922378823540530 terminating,blk_283922378823540530,,0,,,,['blk_283922378823540530'],blk_283922378823540530,dfs.DataNode,PacketResponder,PacketResponder <*> for block <*> terminating,1
081111 075616 28 INFO dfs.FSNamesystem: BLOCK* NameSystem.delete: blk_4471044334742081825 is added to invalidSet of 10.250.15.198:50010,81111,75616,28,INFO,dfs.FSNamesystem,BLOCK* NameSystem.delete: blk_4471044334742081825 is added to invalidSet of 10.250.15.198:50010,blk_4471044334742081825,10.250.15.198:50010,0,,,,['blk_4471044334742081825'],blk_4471044334742081825,dfs,FSNamesystem,BLOCK* NameSystem.delete: <*> is added to invalidSet of <*>,10
081111 075619 28 INFO dfs.FSNamesystem: BLOCK* NameSystem.delete: blk_-3671953658029337449 is added to invalidSet of 10.250.14.143:50010,81111,75619,28,INFO,dfs.FSNamesystem,BLOCK* NameSystem.delete: blk_-3671953658029337449 is added to invalidSet of 10.250.14.143:50010,blk_-3671953658029337449,10.250.14.143:50010,0,,,,['blk_-3671953658029337449'],blk_-3671953658029337449,dfs,FSNamesystem,BLOCK* NameSystem.delete: <*> is added to invalidSet of <*>,10
081111 075623 28 INFO dfs.FSNamesystem: BLOCK* NameSystem.delete: blk_-75893538967225087 is added to invalidSet of 10.250.15.198:50010,81111,75623,28,INFO,dfs.FSNamesystem,BLOCK* NameSystem.delete: blk_-75893538967225087 is added to invalidSet of 10.250.15.198:50010,blk_-75893538967225087,10.250.15.198:50010,0,,,,['blk_-75893538967225087'],blk_-75893538967225087,dfs,FSNamesystem,BLOCK* NameSystem.delete: <*> is added to invalidSet of <*>,10
081111 075626 28 INFO dfs.FSNamesystem: BLOCK* NameSystem.delete: blk_805187982300776163 is added to invalidSet of 10.251.73.188:50010,81111,75626,28,INFO,dfs.FSNamesystem,BLOCK* NameSystem.delete: blk_805187982300776163 is added to invalidSet of 10.251.73.188:50010,blk_805187982300776163,10.251.73.188:50010,0,,,,['blk_805187982300776163'],blk_805187982300776163,dfs,FSNamesystem,BLOCK* NameSystem.delete: <*> is added to invalidSet of <*>,10
081111 075628 28 INFO dfs.FSNamesystem: BLOCK* NameSystem.delete: blk_4631777956354958682 is added to invalidSet of 10.251.30.134:50010,81111,75628,28,INFO,dfs.FSNamesystem,BLOCK* NameSystem.delete: blk_4631777956354958682 is added to invalidSet of 10.251.30.134:50010,blk_4631777956354958682,10.251.30.134:50010,0,,,,['blk_4631777956354958682'],blk_4631777956354958682,dfs,FSNamesystem,BLOCK* NameSystem.delete: <*> is added to invalidSet of <*>,10
081111 075629 28 INFO dfs.FSNamesystem: BLOCK* NameSystem.delete: blk_-7595375726951801956 is added to invalidSet of 10.251.122.79:50010,81111,75629,28,INFO,dfs.FSNamesystem,BLOCK* NameSystem.delete: blk_-7595375726951801956 is added to invalidSet of 10.251.122.79:50010,blk_-7595375726951801956,10.251.122.79:50010,0,,,,['blk_-7595375726951801956'],blk_-7595375726951801956,dfs,FSNamesystem,BLOCK* NameSystem.delete: <*> is added to invalidSet of <*>,10
081111 075631 28 INFO dfs.FSNamesystem: BLOCK* NameSystem.delete: blk_-4681205519208992498 is added to invalidSet of 10.250.6.191:50010,81111,75631,28,INFO,dfs.FSNamesystem,BLOCK* NameSystem.delete: blk_-4681205519208992498 is added to invalidSet of 10.250.6.191:50010,blk_-4681205519208992498,10.250.6.191:50010,0,,,,['blk_-4681205519208992498'],blk_-4681205519208992498,dfs,FSNamesystem,BLOCK* NameSystem.delete: <*> is added to invalidSet of <*>,10
081111 075632 28 INFO dfs.FSNamesystem: BLOCK* NameSystem.delete: blk_5702487846232575705 is added to invalidSet of 10.250.14.38:50010,81111,75632,28,INFO,dfs.FSNamesystem,BLOCK* NameSystem.delete: blk_5702487846232575705 is added to invalidSet of 10.250.14.38:50010,blk_5702487846232575705,10.250.14.38:50010,0,,,,['blk_5702487846232575705'],blk_5702487846232575705,dfs,FSNamesystem,BLOCK* NameSystem.delete: <*> is added to invalidSet of <*>,10
081111 075634 28 INFO dfs.FSNamesystem: BLOCK* NameSystem.delete: blk_4834069779372284635 is added to invalidSet of 10.251.71.97:50010,81111,75634,28,INFO,dfs.FSNamesystem,BLOCK* NameSystem.delete: blk_4834069779372284635 is added to invalidSet of 10.251.71.97:50010,blk_4834069779372284635,10.251.71.97:50010,0,,,,['blk_4834069779372284635'],blk_4834069779372284635,dfs,FSNamesystem,BLOCK* NameSystem.delete: <*> is added to invalidSet of <*>,10
081111 075636 28 INFO dfs.FSNamesystem: BLOCK* NameSystem.delete: blk_3735517274901501821 is added to invalidSet of 10.250.6.4:50010,81111,75636,28,INFO,dfs.FSNamesystem,BLOCK* NameSystem.delete: blk_3735517274901501821 is added to invalidSet of 10.250.6.4:50010,blk_3735517274901501821,10.250.6.4:50010,0,,,,['blk_3735517274901501821'],blk_3735517274901501821,dfs,FSNamesystem,BLOCK* NameSystem.delete: <*> is added to invalidSet of <*>,10
081111 075637 28 INFO dfs.FSNamesystem: BLOCK* NameSystem.delete: blk_5018797996887008111 is added to invalidSet of 10.251.89.155:50010,81111,75637,28,INFO,dfs.FSNamesystem,BLOCK* NameSystem.delete: blk_5018797996887008111 is added to invalidSet of 10.251.89.155:50010,blk_5018797996887008111,10.251.89.155:50010,0,,,,['blk_5018797996887008111'],blk_5018797996887008111,dfs,FSNamesystem,BLOCK* NameSystem.delete: <*> is added to invalidSet of <*>,10
081111 075638 28 INFO dfs.FSNamesystem: BLOCK* NameSystem.delete: blk_-566178736644429906 is added to invalidSet of 10.251.70.37:50010,81111,75638,28,INFO,dfs.FSNamesystem,BLOCK* NameSystem.delete: blk_-566178736644429906 is added to invalidSet of 10.251.70.37:50010,blk_-566178736644429906,10.251.70.37:50010,0,,,,['blk_-566178736644429906'],blk_-566178736644429906,dfs,FSNamesystem,BLOCK* NameSystem.delete: <*> is added to invalidSet of <*>,10
081111 075640 28 INFO dfs.FSNamesystem: BLOCK* NameSystem.delete: blk_-8121498678081035000 is added to invalidSet of 10.250.11.100:50010,81111,75640,28,INFO,dfs.FSNamesystem,BLOCK* NameSystem.delete: blk_-8121498678081035000 is added to invalidSet of 10.250.11.100:50010,blk_-8121498678081035000,10.250.11.100:50010,0,,,,['blk_-8121498678081035000'],blk_-8121498678081035000,dfs,FSNamesystem,BLOCK* NameSystem.delete: <*> is added to invalidSet of <*>,10
081111 075657 23748 INFO dfs.DataNode$DataXceiver: Receiving block blk_7996616083434301906 src: /10.251.123.195:53947 dest: /10.251.123.195:50010,81111,75657,23748,INFO,dfs.DataNode$DataXceiver,Receiving block blk_7996616083434301906 src: /10.251.123.195:53947 dest: /10.251.123.195:50010,blk_7996616083434301906,"10.251.123.195:53947,10.251.123.195:50010",0,10.251.123.195:53947,10.251.123.195:50010,,['blk_7996616083434301906'],blk_7996616083434301906,dfs.DataNode,DataXceiver,Receiving block <*> src: <*> dest: <*>,4
081111 075727 19 INFO dfs.FSDataset: Deleting block blk_6888300867578983331 file /mnt/hadoop/dfs/data/current/subdir46/blk_6888300867578983331,81111,75727,19,INFO,dfs.FSDataset,Deleting block blk_6888300867578983331 file /mnt/hadoop/dfs/data/current/subdir46/blk_6888300867578983331,"blk_6888300867578983331,blk_6888300867578983331",,0,,,,"['blk_6888300867578983331', 'blk_6888300867578983331']",blk_6888300867578983331,dfs,FSDataset,Deleting block <*> file <*>,7
081111 075743 23596 INFO dfs.DataNode$PacketResponder: PacketResponder 0 for block blk_7625391056418655045 terminating,81111,75743,23596,INFO,dfs.DataNode$PacketResponder,PacketResponder 0 for block blk_7625391056418655045 terminating,blk_7625391056418655045,,0,,,,['blk_7625391056418655045'],blk_7625391056418655045,dfs.DataNode,PacketResponder,PacketResponder <*> for block <*> terminating,1
081111 075746 19 INFO dfs.FSDataset: Deleting block blk_-8443921001690182522 file /mnt/hadoop/dfs/data/current/subdir33/blk_-8443921001690182522,81111,75746,19,INFO,dfs.FSDataset,Deleting block blk_-8443921001690182522 file /mnt/hadoop/dfs/data/current/subdir33/blk_-8443921001690182522,"blk_-8443921001690182522,blk_-8443921001690182522",,0,,,,"['blk_-8443921001690182522', 'blk_-8443921001690182522']",blk_-8443921001690182522,dfs,FSDataset,Deleting block <*> file <*>,7
081111 075747 23844 INFO dfs.DataNode$DataXceiver: Receiving block blk_706826531153199550 src: /10.250.5.161:58254 dest: /10.250.5.161:50010,81111,75747,23844,INFO,dfs.DataNode$DataXceiver,Receiving block blk_706826531153199550 src: /10.250.5.161:58254 dest: /10.250.5.161:50010,blk_706826531153199550,"10.250.5.161:58254,10.250.5.161:50010",0,10.250.5.161:58254,10.250.5.161:50010,,['blk_706826531153199550'],blk_706826531153199550,dfs.DataNode,DataXceiver,Receiving block <*> src: <*> dest: <*>,4
081111 075753 19 INFO dfs.FSDataset: Deleting block blk_-7446091384471755694 file /mnt/hadoop/dfs/data/current/subdir30/blk_-7446091384471755694,81111,75753,19,INFO,dfs.FSDataset,Deleting block blk_-7446091384471755694 file /mnt/hadoop/dfs/data/current/subdir30/blk_-7446091384471755694,"blk_-7446091384471755694,blk_-7446091384471755694",,0,,,,"['blk_-7446091384471755694', 'blk_-7446091384471755694']",blk_-7446091384471755694,dfs,FSDataset,Deleting block <*> file <*>,7
081111 075759 19 INFO dfs.FSDataset: Deleting block blk_-4352313989800650828 file /mnt/hadoop/dfs/data/current/subdir56/blk_-4352313989800650828,81111,75759,19,INFO,dfs.FSDataset,Deleting block blk_-4352313989800650828 file /mnt/hadoop/dfs/data/current/subdir56/blk_-4352313989800650828,"blk_-4352313989800650828,blk_-4352313989800650828",,0,,,,"['blk_-4352313989800650828', 'blk_-4352313989800650828']",blk_-4352313989800650828,dfs,FSDataset,Deleting block <*> file <*>,7
081111 075809 19 INFO dfs.FSDataset: Deleting block blk_-6292499669518281202 file /mnt/hadoop/dfs/data/current/subdir26/blk_-6292499669518281202,81111,75809,19,INFO,dfs.FSDataset,Deleting block blk_-6292499669518281202 file /mnt/hadoop/dfs/data/current/subdir26/blk_-6292499669518281202,"blk_-6292499669518281202,blk_-6292499669518281202",,0,,,,"['blk_-6292499669518281202', 'blk_-6292499669518281202']",blk_-6292499669518281202,dfs,FSDataset,Deleting block <*> file <*>,7
081111 075809 23659 INFO dfs.DataNode$PacketResponder: PacketResponder 0 for block blk_-4582442491366282435 terminating,81111,75809,23659,INFO,dfs.DataNode$PacketResponder,PacketResponder 0 for block blk_-4582442491366282435 terminating,blk_-4582442491366282435,,0,,,,['blk_-4582442491366282435'],blk_-4582442491366282435,dfs.DataNode,PacketResponder,PacketResponder <*> for block <*> terminating,1
081111 075810 19 INFO dfs.FSDataset: Deleting block blk_-6750694665033046901 file /mnt/hadoop/dfs/data/current/subdir63/blk_-6750694665033046901,81111,75810,19,INFO,dfs.FSDataset,Deleting block blk_-6750694665033046901 file /mnt/hadoop/dfs/data/current/subdir63/blk_-6750694665033046901,"blk_-6750694665033046901,blk_-6750694665033046901",,0,,,,"['blk_-6750694665033046901', 'blk_-6750694665033046901']",blk_-6750694665033046901,dfs,FSDataset,Deleting block <*> file <*>,7
081111 075814 19 INFO dfs.FSDataset: Deleting block blk_-6131345369657245178 file /mnt/hadoop/dfs/data/current/blk_-6131345369657245178,81111,75814,19,INFO,dfs.FSDataset,Deleting block blk_-6131345369657245178 file /mnt/hadoop/dfs/data/current/blk_-6131345369657245178,"blk_-6131345369657245178,blk_-6131345369657245178",,0,,,,"['blk_-6131345369657245178', 'blk_-6131345369657245178']",blk_-6131345369657245178,dfs,FSDataset,Deleting block <*> file <*>,7
081111 075824 19 INFO dfs.FSDataset: Deleting block blk_-3575718350717794894 file /mnt/hadoop/dfs/data/current/blk_-3575718350717794894,81111,75824,19,INFO,dfs.FSDataset,Deleting block blk_-3575718350717794894 file /mnt/hadoop/dfs/data/current/blk_-3575718350717794894,"blk_-3575718350717794894,blk_-3575718350717794894",,0,,,,"['blk_-3575718350717794894', 'blk_-3575718350717794894']",blk_-3575718350717794894,dfs,FSDataset,Deleting block <*> file <*>,7
081111 075833 19 INFO dfs.FSDataset: Deleting block blk_-4380385204018751771 file /mnt/hadoop/dfs/data/current/subdir38/blk_-4380385204018751771,81111,75833,19,INFO,dfs.FSDataset,Deleting block blk_-4380385204018751771 file /mnt/hadoop/dfs/data/current/subdir38/blk_-4380385204018751771,"blk_-4380385204018751771,blk_-4380385204018751771",,0,,,,"['blk_-4380385204018751771', 'blk_-4380385204018751771']",blk_-4380385204018751771,dfs,FSDataset,Deleting block <*> file <*>,7
081111 075838 19 INFO dfs.FSDataset: Deleting block blk_-3594701313167635091 file /mnt/hadoop/dfs/data/current/subdir54/blk_-3594701313167635091,81111,75838,19,INFO,dfs.FSDataset,Deleting block blk_-3594701313167635091 file /mnt/hadoop/dfs/data/current/subdir54/blk_-3594701313167635091,"blk_-3594701313167635091,blk_-3594701313167635091",,0,,,,"['blk_-3594701313167635091', 'blk_-3594701313167635091']",blk_-3594701313167635091,dfs,FSDataset,Deleting block <*> file <*>,7
081111 075844 18 INFO dfs.FSDataset: Deleting block blk_-1693418636466747515 file /mnt/hadoop/dfs/data/current/subdir16/blk_-1693418636466747515,81111,75844,18,INFO,dfs.FSDataset,Deleting block blk_-1693418636466747515 file /mnt/hadoop/dfs/data/current/subdir16/blk_-1693418636466747515,"blk_-1693418636466747515,blk_-1693418636466747515",,0,,,,"['blk_-1693418636466747515', 'blk_-1693418636466747515']",blk_-1693418636466747515,dfs,FSDataset,Deleting block <*> file <*>,7
081111 075854 19 INFO dfs.FSDataset: Deleting block blk_5806397523737304814 file /mnt/hadoop/dfs/data/current/subdir34/blk_5806397523737304814,81111,75854,19,INFO,dfs.FSDataset,Deleting block blk_5806397523737304814 file /mnt/hadoop/dfs/data/current/subdir34/blk_5806397523737304814,"blk_5806397523737304814,blk_5806397523737304814",,0,,,,"['blk_5806397523737304814', 'blk_5806397523737304814']",blk_5806397523737304814,dfs,FSDataset,Deleting block <*> file <*>,7
081111 075901 18 INFO dfs.FSDataset: Deleting block blk_-1345585044778938153 file /mnt/hadoop/dfs/data/current/subdir45/blk_-1345585044778938153,81111,75901,18,INFO,dfs.FSDataset,Deleting block blk_-1345585044778938153 file /mnt/hadoop/dfs/data/current/subdir45/blk_-1345585044778938153,"blk_-1345585044778938153,blk_-1345585044778938153",,0,,,,"['blk_-1345585044778938153', 'blk_-1345585044778938153']",blk_-1345585044778938153,dfs,FSDataset,Deleting block <*> file <*>,7
081111 075901 19 INFO dfs.FSDataset: Deleting block blk_2489882700357182381 file /mnt/hadoop/dfs/data/current/blk_2489882700357182381,81111,75901,19,INFO,dfs.FSDataset,Deleting block blk_2489882700357182381 file /mnt/hadoop/dfs/data/current/blk_2489882700357182381,"blk_2489882700357182381,blk_2489882700357182381",,0,,,,"['blk_2489882700357182381', 'blk_2489882700357182381']",blk_2489882700357182381,dfs,FSDataset,Deleting block <*> file <*>,7
081111 075902 19 INFO dfs.FSDataset: Deleting block blk_-1800458850981311953 file /mnt/hadoop/dfs/data/current/subdir57/blk_-1800458850981311953,81111,75902,19,INFO,dfs.FSDataset,Deleting block blk_-1800458850981311953 file /mnt/hadoop/dfs/data/current/subdir57/blk_-1800458850981311953,"blk_-1800458850981311953,blk_-1800458850981311953",,0,,,,"['blk_-1800458850981311953', 'blk_-1800458850981311953']",blk_-1800458850981311953,dfs,FSDataset,Deleting block <*> file <*>,7
081111 075905 19 INFO dfs.FSDataset: Deleting block blk_6373260430960091026 file /mnt/hadoop/dfs/data/current/subdir43/blk_6373260430960091026,81111,75905,19,INFO,dfs.FSDataset,Deleting block blk_6373260430960091026 file /mnt/hadoop/dfs/data/current/subdir43/blk_6373260430960091026,"blk_6373260430960091026,blk_6373260430960091026",,0,,,,"['blk_6373260430960091026', 'blk_6373260430960091026']",blk_6373260430960091026,dfs,FSDataset,Deleting block <*> file <*>,7
081111 075907 19 INFO dfs.FSDataset: Deleting block blk_-1278725622357466169 file /mnt/hadoop/dfs/data/current/subdir0/blk_-1278725622357466169,81111,75907,19,INFO,dfs.FSDataset,Deleting block blk_-1278725622357466169 file /mnt/hadoop/dfs/data/current/subdir0/blk_-1278725622357466169,"blk_-1278725622357466169,blk_-1278725622357466169",,0,,,,"['blk_-1278725622357466169', 'blk_-1278725622357466169']",blk_-1278725622357466169,dfs,FSDataset,Deleting block <*> file <*>,7
081111 075911 19 INFO dfs.FSDataset: Deleting block blk_4513772639980123655 file /mnt/hadoop/dfs/data/current/blk_4513772639980123655,81111,75911,19,INFO,dfs.FSDataset,Deleting block blk_4513772639980123655 file /mnt/hadoop/dfs/data/current/blk_4513772639980123655,"blk_4513772639980123655,blk_4513772639980123655",,0,,,,"['blk_4513772639980123655', 'blk_4513772639980123655']",blk_4513772639980123655,dfs,FSDataset,Deleting block <*> file <*>,7
081111 075914 19 INFO dfs.FSDataset: Deleting block blk_1838564958520120941 file /mnt/hadoop/dfs/data/current/subdir39/blk_1838564958520120941,81111,75914,19,INFO,dfs.FSDataset,Deleting block blk_1838564958520120941 file /mnt/hadoop/dfs/data/current/subdir39/blk_1838564958520120941,"blk_1838564958520120941,blk_1838564958520120941",,0,,,,"['blk_1838564958520120941', 'blk_1838564958520120941']",blk_1838564958520120941,dfs,FSDataset,Deleting block <*> file <*>,7
081111 075915 19 INFO dfs.FSDataset: Deleting block blk_7985460426680885040 file /mnt/hadoop/dfs/data/current/blk_7985460426680885040,81111,75915,19,INFO,dfs.FSDataset,Deleting block blk_7985460426680885040 file /mnt/hadoop/dfs/data/current/blk_7985460426680885040,"blk_7985460426680885040,blk_7985460426680885040",,0,,,,"['blk_7985460426680885040', 'blk_7985460426680885040']",blk_7985460426680885040,dfs,FSDataset,Deleting block <*> file <*>,7
081111 075920 19 INFO dfs.FSDataset: Deleting block blk_2215517976324634098 file /mnt/hadoop/dfs/data/current/subdir4/blk_2215517976324634098,81111,75920,19,INFO,dfs.FSDataset,Deleting block blk_2215517976324634098 file /mnt/hadoop/dfs/data/current/subdir4/blk_2215517976324634098,"blk_2215517976324634098,blk_2215517976324634098",,0,,,,"['blk_2215517976324634098', 'blk_2215517976324634098']",blk_2215517976324634098,dfs,FSDataset,Deleting block <*> file <*>,7
081111 075920 19 INFO dfs.FSDataset: Deleting block blk_5453150794205420798 file /mnt/hadoop/dfs/data/current/subdir24/blk_5453150794205420798,81111,75920,19,INFO,dfs.FSDataset,Deleting block blk_5453150794205420798 file /mnt/hadoop/dfs/data/current/subdir24/blk_5453150794205420798,"blk_5453150794205420798,blk_5453150794205420798",,0,,,,"['blk_5453150794205420798', 'blk_5453150794205420798']",blk_5453150794205420798,dfs,FSDataset,Deleting block <*> file <*>,7
081111 075933 27 INFO dfs.FSNamesystem: BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.194.102:50010 is added to blk_-7522572236891389139 size 67108864,81111,75933,27,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.194.102:50010 is added to blk_-7522572236891389139 size 67108864,blk_-7522572236891389139,10.251.194.102:50010,67108864,,,,['blk_-7522572236891389139'],blk_-7522572236891389139,dfs,FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to <*> size <*>,2
081111 075957 19 INFO dfs.FSDataset: Deleting block blk_6163400028286940197 file /mnt/hadoop/dfs/data/current/subdir7/blk_6163400028286940197,81111,75957,19,INFO,dfs.FSDataset,Deleting block blk_6163400028286940197 file /mnt/hadoop/dfs/data/current/subdir7/blk_6163400028286940197,"blk_6163400028286940197,blk_6163400028286940197",,0,,,,"['blk_6163400028286940197', 'blk_6163400028286940197']",blk_6163400028286940197,dfs,FSDataset,Deleting block <*> file <*>,7
081111 080006 19 INFO dfs.FSDataset: Deleting block blk_7583807825342916938 file /mnt/hadoop/dfs/data/current/subdir13/blk_7583807825342916938,81111,80006,19,INFO,dfs.FSDataset,Deleting block blk_7583807825342916938 file /mnt/hadoop/dfs/data/current/subdir13/blk_7583807825342916938,"blk_7583807825342916938,blk_7583807825342916938",,0,,,,"['blk_7583807825342916938', 'blk_7583807825342916938']",blk_7583807825342916938,dfs,FSDataset,Deleting block <*> file <*>,7
081111 080019 23787 INFO dfs.DataNode$DataXceiver: Receiving block blk_-5957060034695163774 src: /10.251.29.239:56334 dest: /10.251.29.239:50010,81111,80019,23787,INFO,dfs.DataNode$DataXceiver,Receiving block blk_-5957060034695163774 src: /10.251.29.239:56334 dest: /10.251.29.239:50010,blk_-5957060034695163774,"10.251.29.239:56334,10.251.29.239:50010",0,10.251.29.239:56334,10.251.29.239:50010,,['blk_-5957060034695163774'],blk_-5957060034695163774,dfs.DataNode,DataXceiver,Receiving block <*> src: <*> dest: <*>,4
